,OlfN,TotalN,Tokens
protectiveness_NN,11,0,['protectiveness_NN']
tacit_JJ,15,0,['tacit_JJ']
universality_NN,19,0,['universality_NN']
separateness_NN,22,0,['separateness_NN']
talon_NN,14,0,"['talon_NNS', 'talon_NNP']"
nervousness_NN,131,0,['nervousness_NN']
picasso_NN,13,0,['picasso_NNP']
eyebrow_NN,13,0,"['eyebrow_NNS', 'eyebrow_NN']"
scribe_NN,16,0,"['scribe_NN', 'scribe_NNS', 'scribe_NNP']"
mg_NN,19,0,"['mg_NN', 'mg_NNP', 'mg_NNS']"
drinker_NN,31,0,"['drinker_NN', 'drinker_NNS']"
oath_NN,20,0,"['oath_NN', 'oath_NNP']"
cure_NN,40,0,"['cure_NN', 'cure_NNS', 'cure_NNP']"
circumscribe_VB,15,0,"['circumscribe_VBN', 'circumscribe_VBD', 'circumscribe_VBP', 'circumscribe_VBG']"
mysticism_NN,11,0,['mysticism_NN']
outpouring_NN,44,0,"['outpouring_NN', 'outpouring_NNS']"
nasty_JJ,73,0,"['nasty_JJ', 'nasty_JJR', 'nasty_JJS']"
opium_NN,17,0,"['opium_NN', 'opium_NNP']"
moderately_RB,47,0,['moderately_RB']
representative_JJ,37,0,['representative_JJ']
inescapable_JJ,33,0,['inescapable_JJ']
illicit_JJ,24,0,['illicit_JJ']
chimney_NN,10,0,"['chimney_NNS', 'chimney_NN', 'chimney_NNP']"
compliance_NN,69,0,"['compliance_NN', 'compliance_NNP']"
perplexity_NN,30,0,"['perplexity_NNS', 'perplexity_NN']"
vest_NN,16,0,"['vest_NN', 'vest_NNS']"
implicit_JJ,30,0,['implicit_JJ']
coleridge_NN,12,0,['coleridge_NNP']
non-rational_JJ,11,0,['non-rational_JJ']
exertion_NN,48,0,"['exertion_NN', 'exertion_NNS']"
parch_VB,11,0,['parch_VBN']
opiate_NN,13,0,"['opiate_NN', 'opiate_NNS']"
egotism_NN,12,0,['egotism_NN']
old-timer_NN,12,0,"['old-timer_NNS', 'old-timer_NN']"
sub-committee_NN,18,0,"['sub-committee_NNP', 'sub-committee_NN']"
anesthetic_NN,20,0,"['anesthetic_NNS', 'anesthetic_NN']"
concentrated_JJ,20,0,['concentrated_JJ']
inexpressible_JJ,40,0,['inexpressible_JJ']
mistrustful_JJ,15,0,['mistrustful_JJ']
chronically_RB,36,0,['chronically_RB']
recurrence_NN,21,0,['recurrence_NN']
periodic_JJ,21,0,['periodic_JJ']
dawn_VB,22,0,"['dawn_VBG', 'dawn_VBD', 'dawn_VBN']"
abstinence_NN,23,0,['abstinence_NN']
swiftly_RB,24,0,['swiftly_RB']
dysphoric_JJ,22,0,['dysphoric_JJ']
amphetamine_NN,14,0,"['amphetamine_NN', 'amphetamine_NNS']"
gust_NN,31,0,"['gust_NN', 'gust_NNS', 'gust_NNP']"
set-up_NN,16,0,['set-up_NN']
usda_NN,28,0,['usda_NNP']
lengthen_VB,18,0,"['lengthen_VBG', 'lengthen_VBD', 'lengthen_VBZ', 'lengthen_VBN', 'lengthen_VB', 'lengthen_VBP']"
draw_NN,23,0,['draw_NN']
cambridge_NN,30,0,['cambridge_NNP']
psychedelic_JJ,29,0,['psychedelic_JJ']
orleans_NN,75,0,['orleans_NNP']
chemotherapy_NN,26,0,['chemotherapy_NN']
reversal_NN,18,0,"['reversal_NN', 'reversal_NNS']"
weed_NN,33,0,"['weed_NN', 'weed_NNS', 'weed_NNP']"
southwest_NN,28,0,"['southwest_NN', 'southwest_NNP']"
envelop_VB,58,0,"['envelop_VBN', 'envelop_VBD', 'envelop_VBZ', 'envelop_VB', 'envelop_VBG']"
impair_VB,120,0,"['impair_VBN', 'impair_VB', 'impair_VBZ', 'impair_VBP', 'impair_VBG', 'impair_VBD']"
ali_NN,23,0,['ali_NNP']
residential_JJ,85,0,['residential_JJ']
helper_NN,15,0,"['helper_NNS', 'helper_NN']"
simulator_NN,29,0,"['simulator_NN', 'simulator_NNS', 'simulator_NNP']"
cleansed_JJ,28,0,['cleansed_JJ']
sacredness_NN,20,0,['sacredness_NN']
replenish_VB,11,0,"['replenish_VBN', 'replenish_VB', 'replenish_VBD']"
darkened_JJ,10,0,['darkened_JJ']
intriguing_JJ,13,0,['intriguing_JJ']
withered_JJ,13,0,['withered_JJ']
dwarf_NN,10,0,"['dwarf_NN', 'dwarf_NNS']"
discontinue_VB,31,0,"['discontinue_VBN', 'discontinue_VB', 'discontinue_VBG', 'discontinue_VBP', 'discontinue_VBD']"
cult_NN,29,0,"['cult_NN', 'cult_NNS', 'cult_NNP']"
dissolution_NN,20,0,['dissolution_NN']
dryness_NN,23,0,['dryness_NN']
correlate_VB,29,0,"['correlate_VBN', 'correlate_VB', 'correlate_VBD', 'correlate_VBP', 'correlate_VBZ']"
inexpressibly_RB,19,0,['inexpressibly_RB']
fifth_NN,17,0,"['fifth_NNP', 'fifth_NN']"
oceanic_JJ,58,0,['oceanic_JJ']
defensiveness_NN,14,0,['defensiveness_NN']
stump_VB,10,0,"['stump_VBN', 'stump_VBG']"
pharmaceutical_JJ,36,0,['pharmaceutical_JJ']
telepathic_JJ,13,0,['telepathic_JJ']
probation_NN,22,0,['probation_NN']
delusional_JJ,13,0,['delusional_JJ']
rooted_JJ,27,0,['rooted_JJ']
barefoot_NN,12,0,"['barefoot_NN', 'barefoot_NNP']"
characteristically_RB,15,0,['characteristically_RB']
variance_NN,23,0,"['variance_NNS', 'variance_NN']"
elaborate_JJ,23,0,['elaborate_JJ']
montana_NN,29,0,['montana_NNP']
diver_NN,20,0,"['diver_NNP', 'diver_NNS', 'diver_NN']"
allergic_JJ,17,0,['allergic_JJ']
concurrent_JJ,13,0,['concurrent_JJ']
agonizing_JJ,34,0,['agonizing_JJ']
procrastinate_VB,20,0,"['procrastinate_VBG', 'procrastinate_VBP', 'procrastinate_VB', 'procrastinate_VBN', 'procrastinate_VBD']"
inefficient_JJ,13,0,['inefficient_JJ']
archetypal_JJ,10,0,['archetypal_JJ']
chi_NN,34,0,"['chi_NN', 'chi_NNP', 'chi_NNS']"
acknowledgement_NN,18,0,"['acknowledgement_NN', 'acknowledgement_NNS']"
delhi_NN,33,0,['delhi_NNP']
attributable_JJ,13,0,['attributable_JJ']
moonlight_NN,22,0,"['moonlight_NN', 'moonlight_NNP']"
toxic_JJ,34,0,['toxic_JJ']
affectation_NN,16,0,"['affectation_NN', 'affectation_NNS']"
vu_NN,80,0,"['vu_NN', 'vu_NNP']"
neutral_JJ,192,0,['neutral_JJ']
childlike_JJ,22,0,['childlike_JJ']
libertarian_NN,41,0,"['libertarian_NNS', 'libertarian_NN', 'libertarian_NNPS', 'libertarian_NNP']"
softball_NN,10,0,"['softball_NN', 'softball_NNP']"
adjunct_NN,13,0,"['adjunct_NN', 'adjunct_NNP', 'adjunct_NNS']"
transcendental_JJ,18,0,['transcendental_JJ']
vancouver_NN,19,0,['vancouver_NNP']
stone_VB,21,0,"['stone_VBN', 'stone_VBD', 'stone_VBG']"
carefree_JJ,44,0,['carefree_JJ']
flour_NN,11,0,['flour_NN']
stalk_VB,28,0,"['stalk_VBN', 'stalk_VBG', 'stalk_VB']"
steward_NN,24,0,"['steward_NN', 'steward_NNS', 'steward_NNP']"
policeman_NN,23,0,"['policeman_NNS', 'policeman_NN']"
ratify_VB,11,0,"['ratify_VB', 'ratify_VBN', 'ratify_VBD']"
bust_NN,12,0,"['bust_NNS', 'bust_NN']"
postpone_VB,39,0,"['postpone_VB', 'postpone_VBN', 'postpone_VBD', 'postpone_VBG', 'postpone_VBP']"
scientific_NN,12,0,['scientific_NNP']
brace_VB,29,0,"['brace_VB', 'brace_VBG', 'brace_VBN', 'brace_VBP', 'brace_VBD']"
extract_VB,30,0,"['extract_VB', 'extract_VBG', 'extract_VBN', 'extract_VBZ', 'extract_VBP', 'extract_VBD']"
ask_NN,32,0,"['ask_NN', 'ask_NNP']"
lyric_NN,78,0,"['lyric_NNP', 'lyric_NN', 'lyric_NNS']"
diaphragm_NN,17,0,['diaphragm_NN']
abhorrence_NN,45,0,['abhorrence_NN']
uprising_NN,12,0,"['uprising_NNS', 'uprising_NN']"
slogan_NN,21,0,"['slogan_NN', 'slogan_NNS']"
disembodied_JJ,13,0,['disembodied_JJ']
aftermath_NN,48,0,['aftermath_NN']
squad_NN,30,0,"['squad_NN', 'squad_NNP', 'squad_NNS']"
intuit_VB,18,0,"['intuit_VBP', 'intuit_VBG', 'intuit_VB', 'intuit_VBN', 'intuit_VBD']"
mcgill_NN,13,0,['mcgill_NNP']
sedate_VB,12,0,"['sedate_VBN', 'sedate_VBD', 'sedate_VBG']"
invincibility_NN,48,0,['invincibility_NN']
irksome_JJ,11,0,['irksome_JJ']
syllable_NN,13,0,"['syllable_NN', 'syllable_NNS', 'syllable_NNP']"
scruple_NN,73,0,"['scruple_NN', 'scruple_NNS']"
diagnostic_JJ,23,0,['diagnostic_JJ']
skim_VB,18,0,"['skim_VBG', 'skim_VBD', 'skim_VB', 'skim_VBZ', 'skim_VBN']"
feebly_RB,13,0,['feebly_RB']
tick_VB,22,0,"['tick_VB', 'tick_VBN', 'tick_VBG', 'tick_VBD', 'tick_VBP']"
syndicate_NN,10,0,"['syndicate_NNS', 'syndicate_NN']"
cough_NN,44,0,"['cough_NN', 'cough_NNS']"
funky_JJ,30,0,"['funky_JJ', 'funky_JJR']"
mitchell_NN,58,0,"['mitchell_NNP', 'mitchell_NNPS']"
perennial_JJ,12,0,['perennial_JJ']
tangible_JJ,97,0,['tangible_JJ']
aerial_JJ,14,0,['aerial_JJ']
imaginings_NN,12,0,['imaginings_NNS']
lin_NN,23,0,['lin_NNP']
ghetto_NN,15,0,"['ghetto_NNS', 'ghetto_NN', 'ghetto_NNP']"
fan_VB,20,0,"['fan_VBD', 'fan_VBN', 'fan_VBG']"
navigator_NN,11,0,"['navigator_NN', 'navigator_NNS']"
volitional_JJ,18,0,['volitional_JJ']
wakefulness_NN,10,0,['wakefulness_NN']
militant_JJ,32,0,['militant_JJ']
conundrum_NN,10,0,"['conundrum_NN', 'conundrum_NNS', 'conundrum_NNP']"
demonstrator_NN,11,0,"['demonstrator_NNS', 'demonstrator_NN']"
fibromyalgia_NN,16,0,"['fibromyalgia_NN', 'fibromyalgia_NNP', 'fibromyalgia_NNS']"
grass-roots_JJ,11,0,['grass-roots_JJ']
disintegrate_VB,15,0,"['disintegrate_VBG', 'disintegrate_VB', 'disintegrate_VBD', 'disintegrate_VBZ']"
brooding_JJ,21,0,['brooding_JJ']
o'connor_NN,19,0,"[""o'connor_NNP""]"
reconstruct_VB,17,0,"['reconstruct_VB', 'reconstruct_VBG', 'reconstruct_VBN', 'reconstruct_VBP']"
stabilize_VB,25,0,"['stabilize_VBN', 'stabilize_VBG', 'stabilize_VB', 'stabilize_VBZ']"
stereotyped_JJ,11,0,['stereotyped_JJ']
corridor_NN,35,0,"['corridor_NNS', 'corridor_NN', 'corridor_NNP']"
alarming_JJ,32,0,['alarming_JJ']
upstairs_RB,20,0,['upstairs_RB']
bombard_VB,40,0,"['bombard_VBZ', 'bombard_VBN', 'bombard_VB']"
omnipotent_JJ,29,0,['omnipotent_JJ']
adhere_VB,65,0,"['adhere_VB', 'adhere_VBG', 'adhere_VBP', 'adhere_VBD', 'adhere_VBZ', 'adhere_VBN']"
enlarged_JJ,33,0,['enlarged_JJ']
rejuvenation_NN,11,0,['rejuvenation_NN']
hubbard_NN,10,0,['hubbard_NNP']
beforehand_RB,60,0,['beforehand_RB']
whisper_VB,35,0,"['whisper_VBN', 'whisper_VBG', 'whisper_VBD', 'whisper_VBZ', 'whisper_VB', 'whisper_VBP']"
depersonalization_NN,31,0,"['depersonalization_NN', 'depersonalization_NNP']"
groovy_JJ,11,0,['groovy_JJ']
simmer_VB,12,0,"['simmer_VB', 'simmer_VBG', 'simmer_VBD']"
capital_JJ,20,0,['capital_JJ']
unkindly_RB,12,0,['unkindly_RB']
virginity_NN,10,0,['virginity_NN']
mate_NN,69,0,"['mate_NNS', 'mate_NN', 'mate_NNP']"
whirlwind_JJ,10,0,['whirlwind_JJ']
jehovah_NN,11,0,['jehovah_NNP']
sergeant_NN,28,0,"['sergeant_NN', 'sergeant_NNP', 'sergeant_NNS']"
misjudge_VB,13,0,"['misjudge_VBD', 'misjudge_VBN', 'misjudge_VBP']"
weighted_JJ,28,0,['weighted_JJ']
wicked_JJ,75,0,['wicked_JJ']
desirability_NN,12,0,['desirability_NN']
abraham_NN,42,0,['abraham_NNP']
statewide_RB,15,0,['statewide_RB']
esther_NN,28,0,['esther_NNP']
persevere_VB,12,0,"['persevere_VBP', 'persevere_VBG', 'persevere_VB', 'persevere_VBD']"
self-important_JJ,15,0,['self-important_JJ']
equate_VB,40,0,"['equate_VBP', 'equate_VBZ', 'equate_VBN', 'equate_VB', 'equate_VBD', 'equate_VBG']"
jacob_NN,72,0,['jacob_NNP']
tub_NN,16,0,"['tub_NNS', 'tub_NN']"
graciously_RB,10,0,['graciously_RB']
open-ended_JJ,20,0,['open-ended_JJ']
eternally_RB,17,0,['eternally_RB']
dash_VB,24,0,"['dash_VBN', 'dash_VB', 'dash_VBG']"
columnist_NN,16,0,"['columnist_NN', 'columnist_NNS']"
housekeeper_NN,15,0,['housekeeper_NN']
contrite_JJ,12,0,['contrite_JJ']
luncheon_NN,11,0,"['luncheon_NNP', 'luncheon_NN', 'luncheon_NNS']"
samuel_NN,24,0,['samuel_NNP']
domination_NN,37,0,['domination_NN']
notation_NN,25,0,"['notation_NN', 'notation_NNS']"
translator_NN,39,0,"['translator_NNS', 'translator_NN', 'translator_NNP']"
devotional_JJ,37,0,['devotional_JJ']
marking_NN,11,0,['marking_NNS']
unwilling_JJ,99,0,['unwilling_JJ']
apollo_NN,19,0,['apollo_NNP']
bulb_NN,16,0,"['bulb_NNS', 'bulb_NN', 'bulb_NNP']"
hesitancy_NN,22,0,"['hesitancy_NN', 'hesitancy_NNS']"
receiver_NN,34,0,"['receiver_NNS', 'receiver_NN']"
cc_NN,25,0,"['cc_NNP', 'cc_NN']"
smugly_RB,23,0,['smugly_RB']
fret_VB,21,0,"['fret_VBP', 'fret_VBD', 'fret_VBN', 'fret_VB', 'fret_VBZ', 'fret_VBG']"
discord_NN,16,0,['discord_NN']
austin_NN,65,0,['austin_NNP']
nicodemus_NN,10,0,"['nicodemus_NNPS', 'nicodemus_NNP']"
bolster_VB,39,0,"['bolster_VB', 'bolster_VBN', 'bolster_VBZ', 'bolster_VBG']"
non-christians_NN,24,0,"['non-christians_NNS', 'non-christians_NNP', 'non-christians_NNPS']"
attacker_NN,42,0,"['attacker_NN', 'attacker_NNS']"
underappreciated_JJ,30,0,['underappreciated_JJ']
wayward_JJ,15,0,['wayward_JJ']
bump_VB,44,0,"['bump_VBN', 'bump_VBP', 'bump_VB', 'bump_VBG', 'bump_VBD']"
surrogate_NN,13,0,"['surrogate_NN', 'surrogate_NNS']"
drastically_RB,24,0,['drastically_RB']
prompting_NN,20,0,['prompting_NNS']
reign_NN,33,0,"['reign_NN', 'reign_NNS']"
loathe_VB,15,0,"['loathe_VBP', 'loathe_VBD', 'loathe_VBZ', 'loathe_VBG', 'loathe_VB']"
legacy_NN,83,0,"['legacy_NN', 'legacy_NNP']"
strife_NN,19,0,['strife_NN']
perversion_NN,12,0,"['perversion_NN', 'perversion_NNS']"
displeased_JJ,32,0,['displeased_JJ']
blogging_VB,31,0,['blogging_VBG']
predetermine_VB,11,0,"['predetermine_VB', 'predetermine_VBN']"
reckless_JJ,40,0,['reckless_JJ']
indulgence_NN,47,0,"['indulgence_NN', 'indulgence_NNS']"
joshua_NN,13,0,['joshua_NNP']
jurisdiction_NN,76,0,"['jurisdiction_NNS', 'jurisdiction_NN']"
under-prepared_JJ,14,0,['under-prepared_JJ']
sin_VB,20,0,"['sin_VBD', 'sin_VBN', 'sin_VBG']"
unproductive_JJ,32,0,['unproductive_JJ']
insulate_VB,38,0,"['insulate_VBN', 'insulate_VBG', 'insulate_VB', 'insulate_VBZ', 'insulate_VBD']"
arctic_NN,19,0,['arctic_NNP']
increasing_JJ,15,0,['increasing_JJ']
modernize_VB,16,0,"['modernize_VB', 'modernize_VBN', 'modernize_VBG', 'modernize_VBD']"
exalt_VB,24,0,"['exalt_VBN', 'exalt_VBZ', 'exalt_VBG', 'exalt_VBD', 'exalt_VBP', 'exalt_VB']"
trusting_JJ,22,0,['trusting_JJ']
synagogue_NN,13,0,"['synagogue_NN', 'synagogue_NNP', 'synagogue_NNS']"
lowly_JJ,10,0,['lowly_JJ']
custodian_NN,10,0,"['custodian_NN', 'custodian_NNS']"
motto_NN,12,0,['motto_NN']
liar_NN,19,0,"['liar_NN', 'liar_NNS', 'liar_NNP']"
liberalization_NN,21,0,['liberalization_NN']
seth_NN,13,0,['seth_NNP']
ill-treated_JJ,14,0,['ill-treated_JJ']
naomi_NN,10,0,['naomi_NNP']
infertility_NN,16,0,['infertility_NN']
square_VB,11,0,"['square_VBG', 'square_VB', 'square_VBD']"
memorize_VB,22,0,"['memorize_VBN', 'memorize_VB', 'memorize_VBG', 'memorize_VBD', 'memorize_VBP']"
sentimentality_NN,22,0,['sentimentality_NN']
vortex_NN,17,0,['vortex_NN']
disconcerting_JJ,19,0,['disconcerting_JJ']
arbitrator_NN,13,0,"['arbitrator_NNS', 'arbitrator_NN', 'arbitrator_NNP']"
homesick_NN,49,0,"['homesick_NN', 'homesick_NNS']"
g._NN,19,0,['g._NNP']
dictionary_NN,19,0,"['dictionary_NN', 'dictionary_NNS', 'dictionary_NNP']"
congratulation_NN,12,0,"['congratulation_NNS', 'congratulation_NN']"
dogma_NN,20,0,"['dogma_NN', 'dogma_NNS', 'dogma_NNP']"
rockwell_NN,10,0,['rockwell_NNP']
vastly_RB,38,0,['vastly_RB']
commend_VB,20,0,"['commend_VB', 'commend_VBP', 'commend_VBD', 'commend_VBN', 'commend_VBZ', 'commend_VBG']"
rod_NN,33,0,"['rod_NN', 'rod_NNP', 'rod_NNS']"
cattle_NN,40,0,['cattle_NNS']
flattery_NN,10,0,['flattery_NN']
selfishness_NN,16,0,['selfishness_NN']
seep_VB,22,0,"['seep_VBG', 'seep_VB', 'seep_VBP', 'seep_VBZ', 'seep_VBN']"
upward_JJ,37,0,['upward_JJ']
infirmity_NN,69,0,"['infirmity_NNS', 'infirmity_NN']"
changeable_JJ,18,0,['changeable_JJ']
bobby_NN,30,0,['bobby_NNP']
puff_VB,15,0,"['puff_VBD', 'puff_VBN', 'puff_VBG']"
listlessness_NN,10,0,['listlessness_NN']
relocate_VB,13,0,"['relocate_VBG', 'relocate_VBD', 'relocate_VB', 'relocate_VBN', 'relocate_VBP']"
misfit_NN,29,0,"['misfit_NN', 'misfit_NNS']"
unworthy_NN,27,0,['unworthy_NN']
cain_NN,10,0,['cain_NNP']
f._NN,21,0,"['f._NNP', 'f._NN']"
dispute_VB,37,0,"['dispute_VB', 'dispute_VBN', 'dispute_VBG', 'dispute_VBP', 'dispute_VBD', 'dispute_VBZ']"
unkind_JJ,43,0,['unkind_JJ']
plethora_NN,10,0,['plethora_NN']
far_JJ,20,0,['far_JJ']
dishonesty_NN,18,0,['dishonesty_NN']
plurality_NN,14,0,['plurality_NN']
hiring_NN,24,0,"['hiring_NN', 'hiring_NNP']"
misguided_JJ,19,0,['misguided_JJ']
ancestry_NN,14,0,['ancestry_NN']
re_VB,13,0,"['re_VBP', 're_VBD', 're_VB']"
crippling_JJ,13,0,['crippling_JJ']
displease_VB,11,0,"['displease_VBP', 'displease_VBG', 'displease_VBZ', 'displease_VB']"
entrapment_NN,21,0,['entrapment_NN']
transpire_VB,10,0,"['transpire_VBN', 'transpire_VBD', 'transpire_VBZ']"
lana_NN,12,0,['lana_NNP']
recruiter_NN,52,0,"['recruiter_NNS', 'recruiter_NN', 'recruiter_NNPS', 'recruiter_NNP']"
judah_NN,10,0,['judah_NNP']
critique_VB,11,0,"['critique_VBG', 'critique_VBZ', 'critique_VBN']"
wickedness_NN,10,0,['wickedness_NN']
bookstore_NN,25,0,"['bookstore_NN', 'bookstore_NNS']"
conjecture_NN,13,0,"['conjecture_NNS', 'conjecture_NN']"
prejudice_VB,23,0,"['prejudice_VBD', 'prejudice_VBN']"
pamper_VB,11,0,"['pamper_VB', 'pamper_VBG', 'pamper_VBP']"
pagan_JJ,27,0,['pagan_JJ']
prophecy_NN,26,0,"['prophecy_NN', 'prophecy_NNS', 'prophecy_NNPS', 'prophecy_NNP']"
forgiving_JJ,29,0,['forgiving_JJ']
win_NN,15,0,"['win_NNS', 'win_NNP']"
tan_NN,23,0,"['tan_NN', 'tan_NNP', 'tan_NNS']"
mortifying_JJ,14,0,['mortifying_JJ']
twist_VB,59,0,"['twist_VB', 'twist_VBG', 'twist_VBZ', 'twist_VBN', 'twist_VBD', 'twist_VBP']"
bestow_VB,41,0,"['bestow_VBN', 'bestow_VB', 'bestow_VBG', 'bestow_VBZ', 'bestow_VBP', 'bestow_VBD']"
lavish_JJ,16,0,['lavish_JJ']
ahab_NN,21,0,['ahab_NNP']
martial_JJ,13,0,['martial_JJ']
goat_NN,14,0,"['goat_NN', 'goat_NNS']"
slaughter_NN,20,0,['slaughter_NN']
handshake_NN,18,0,"['handshake_NN', 'handshake_NNS']"
sincerity_NN,100,0,['sincerity_NN']
predictive_JJ,11,0,['predictive_JJ']
restate_VB,26,0,"['restate_VBG', 'restate_VB', 'restate_VBD', 'restate_VBN', 'restate_VBP', 'restate_VBZ']"
accessibility_NN,52,0,"['accessibility_NN', 'accessibility_NNP']"
saigon_NN,10,0,['saigon_NNP']
awake_JJ,26,0,['awake_JJ']
throb_VB,42,0,"['throb_VBD', 'throb_VBG', 'throb_VB', 'throb_VBP']"
bruised_JJ,13,0,['bruised_JJ']
firmness_NN,12,0,['firmness_NN']
defenseless_JJ,29,0,['defenseless_JJ']
breakout_NN,12,0,"['breakout_NN', 'breakout_NNP', 'breakout_NNS']"
resolute_JJ,19,0,['resolute_JJ']
scare_NN,10,0,"['scare_NNS', 'scare_NN']"
din_VB,21,0,"['din_VBD', 'din_VBG', 'din_VBN']"
abundant_JJ,24,0,['abundant_JJ']
multicultural_JJ,24,0,['multicultural_JJ']
blink_VB,12,0,"['blink_VBD', 'blink_VBZ', 'blink_VBP', 'blink_VB']"
extracurricular_JJ,10,0,['extracurricular_JJ']
irregular_JJ,25,0,['irregular_JJ']
ptsd_NN,14,0,['ptsd_NNP']
cook_VB,41,0,"['cook_VB', 'cook_VBN', 'cook_VBP', 'cook_VBG', 'cook_VBD']"
ucc_NN,21,0,['ucc_NNP']
clara_NN,42,0,['clara_NNP']
anticipated_JJ,14,0,['anticipated_JJ']
spit_VB,12,0,"['spit_VB', 'spit_VBG', 'spit_VBZ']"
rampant_JJ,20,0,['rampant_JJ']
spill_VB,19,0,"['spill_VBN', 'spill_VB', 'spill_VBD', 'spill_VBZ']"
boil_VB,43,0,"['boil_VBG', 'boil_VBN', 'boil_VBZ', 'boil_VBD']"
adversary_NN,28,0,"['adversary_NN', 'adversary_NNP', 'adversary_NNS']"
exaggerated_JJ,61,0,['exaggerated_JJ']
vietnamese_NN,14,0,"['vietnamese_NNS', 'vietnamese_NNP']"
enlist_VB,49,0,"['enlist_VB', 'enlist_VBN', 'enlist_VBG', 'enlist_VBD', 'enlist_VBZ']"
lengthy_JJ,30,0,"['lengthy_JJ', 'lengthy_JJR']"
cowboy_NN,31,0,"['cowboy_NNP', 'cowboy_NN', 'cowboy_NNPS', 'cowboy_NNS']"
unreal_JJ,58,0,['unreal_JJ']
grandson_NN,16,0,"['grandson_NN', 'grandson_NNS']"
stitch_NN,14,0,"['stitch_NNS', 'stitch_NNP', 'stitch_NN']"
transgender_NN,22,0,"['transgender_NN', 'transgender_NNP']"
dam_NN,42,0,"['dam_NN', 'dam_NNS', 'dam_NNP']"
kelley_NN,16,0,['kelley_NNP']
ho_NN,15,0,"['ho_NNP', 'ho_NN', 'ho_NNS']"
memorial_NN,59,0,"['memorial_NNP', 'memorial_NN', 'memorial_NNS']"
deposit_NN,24,0,"['deposit_NNS', 'deposit_NN']"
seventh_JJ,16,0,['seventh_JJ']
herder_NN,11,0,"['herder_NNS', 'herder_NNP']"
harvest_NN,29,0,"['harvest_NN', 'harvest_NNP', 'harvest_NNS']"
treasurer_NN,12,0,"['treasurer_NN', 'treasurer_NNP', 'treasurer_NNS']"
tucker_NN,18,0,"['tucker_NNP', 'tucker_NNS']"
obesity_NN,20,0,['obesity_NN']
concise_JJ,17,0,['concise_JJ']
palpation_NN,23,0,"['palpation_NN', 'palpation_NNS', 'palpation_NNP']"
tb_NN,28,0,"['tb_NNP', 'tb_NN']"
contest_VB,27,0,"['contest_VBN', 'contest_VB', 'contest_VBG', 'contest_VBD']"
parker_NN,37,0,['parker_NNP']
rehabilitation_NN,38,0,"['rehabilitation_NN', 'rehabilitation_NNP']"
memoir_NN,37,0,"['memoir_NN', 'memoir_NNS', 'memoir_NNP']"
regenerate_VB,11,0,"['regenerate_VBN', 'regenerate_VBP', 'regenerate_VBZ', 'regenerate_VB', 'regenerate_VBG', 'regenerate_VBD']"
five-year_JJ,11,0,['five-year_JJ']
whisper_NN,34,0,"['whisper_NN', 'whisper_NNP', 'whisper_NNS']"
ascetic_JJ,10,0,['ascetic_JJ']
austrian_JJ,18,0,['austrian_JJ']
drill_VB,13,0,"['drill_VB', 'drill_VBG', 'drill_VBD', 'drill_VBP']"
tunnel_NN,45,0,"['tunnel_NNS', 'tunnel_NN', 'tunnel_NNP']"
backbone_NN,15,0,['backbone_NN']
stripe_NN,25,0,"['stripe_NN', 'stripe_NNP', 'stripe_NNS']"
castro_NN,48,0,['castro_NNP']
navajo_NN,11,0,"['navajo_NNP', 'navajo_NNPS']"
gi_NN,32,0,"['gi_NNPS', 'gi_NNP', 'gi_NNS']"
nationwide_JJ,47,0,['nationwide_JJ']
well-rounded_JJ,13,0,['well-rounded_JJ']
uterus_NN,50,0,['uterus_NN']
stump_NN,11,0,"['stump_NN', 'stump_NNS']"
ted_NN,49,0,['ted_NNP']
vet_NN,34,0,"['vet_NNS', 'vet_NN', 'vet_NNP']"
infantry_NN,14,0,"['infantry_NN', 'infantry_NNP']"
thump_NN,20,0,"['thump_NNS', 'thump_NN']"
montreal_NN,13,0,['montreal_NNP']
lanka_NN,17,0,['lanka_NNP']
resolve_NN,45,0,"['resolve_NN', 'resolve_NNP', 'resolve_NNS']"
incontinence_NN,17,0,['incontinence_NN']
brigade_NN,19,0,"['brigade_NNP', 'brigade_NNS', 'brigade_NN', 'brigade_NNPS']"
truck_NN,96,0,"['truck_NNS', 'truck_NN', 'truck_NNPS', 'truck_NNP']"
infidelity_NN,15,0,['infidelity_NN']
dissident_NN,14,0,"['dissident_NNS', 'dissident_NN']"
incidence_NN,19,0,"['incidence_NN', 'incidence_NNS']"
indefinable_JJ,19,0,['indefinable_JJ']
promising_JJ,57,0,['promising_JJ']
alan_NN,65,0,['alan_NNP']
infamous_JJ,15,0,['infamous_JJ']
other-worldly_JJ,10,0,['other-worldly_JJ']
forearm_NN,13,0,"['forearm_NNS', 'forearm_NN']"
flex_VB,24,0,"['flex_VBP', 'flex_VB', 'flex_VBZ', 'flex_VBN', 'flex_VBG', 'flex_VBD']"
rifle_NN,28,0,"['rifle_NN', 'rifle_NNP', 'rifle_NNS']"
confederate_NN,28,0,"['confederate_NNP', 'confederate_NNPS', 'confederate_NNS']"
sleeper_NN,12,0,"['sleeper_NNS', 'sleeper_NN']"
hymn_NN,13,0,"['hymn_NNS', 'hymn_NN', 'hymn_NNP']"
scandal_NN,40,0,"['scandal_NN', 'scandal_NNS', 'scandal_NNP']"
waist_NN,70,0,"['waist_NN', 'waist_NNS']"
