Word;Auditory;Gustatory;Haptic;Interoceptive;Olfactory;Visual;Exclusivity;DominantModality
narrowness;0.7;0.1;2.1;1.1;0.1;4;0.481481481;Visual
nasal;2.526315789;0.052631579;1.421052632;1.684210526;1.105263158;1.789473684;0.288343558;Auditory
nasality;3.181818182;0;0.090909091;0.909090909;0.727272727;0.363636364;0.603448276;Auditory
nasally;2.571428571;0;0;1.214285714;2.714285714;0.214285714;0.404255319;Olfactory
nastily;2.318181818;1.727272727;1.636363636;1.727272727;1.772727273;2.772727273;0.095057034;Visual
nastiness;2.1875;2.125;1.8125;2.25;2.25;2.75;0.070093458;Visual
nasty;2.695652174;2.173913043;1.913043478;2.304347826;2.608695652;3.913043478;0.128133705;Visual
natal;1.833333333;0;1.75;1.916666667;0.416666667;2.75;0.317307692;Visual
nation;1.111111111;0.166666667;0.5;0.333333333;0.222222222;2.5;0.482758621;Visual
national;1.555555556;0.333333333;0.222222222;0.888888889;0.333333333;2.055555556;0.340206186;Visual
national anthem;4.588235294;0.058823529;0.117647059;1.470588235;0;0.705882353;0.661016949;Auditory
national service;1.941176471;0.294117647;0.470588235;0.411764706;0.294117647;3.176470588;0.4375;Visual
nationalism;2.736842105;0.052631579;0.052631579;1.578947368;0;3;0.404255319;Visual
nationalist;2.684210526;0;0.315789474;1;0.263157895;3.052631579;0.417266187;Visual
nationalistic;2;0;0.1875;1.375;0.0625;2.375;0.395833333;Visual
nationalistically;2;0.615384615;0.923076923;2.769230769;0.615384615;2.538461538;0.227642276;Interoceptive
nationality;1.789473684;0.210526316;0.052631579;0.789473684;0.157894737;3.105263158;0.5;Visual
nationalization;1.2;0;0.2;0.85;0;2.2;0.494382022;Visual
nationalize;0.941176471;0;0.058823529;0.294117647;0.058823529;2.058823529;0.603448276;Visual
nationally;1.4375;0.15625;0.1875;0.625;0.03125;1.71875;0.406015038;Visual
nationhood;1.789473684;0;0.210526316;1.894736842;0;2.210526316;0.362068966;Visual
nationwide;1.5625;0;0.125;0.0625;0;2.1875;0.555555556;Visual
native;1.882352941;0.294117647;0.705882353;0.411764706;0.294117647;3;0.410714286;Visual
native language;4.578947368;0;0.263157895;0.578947368;0;2.210526316;0.6;Auditory
native speaker;4.45;0.1;0.75;0.65;0.25;1.8;0.54375;Auditory
natively;1.733333333;0.266666667;0.4;1.133333333;0.066666667;2.466666667;0.395604396;Visual
natives;2.842105263;0;0.578947368;0.578947368;0.263157895;3.736842105;0.467105263;Visual
nativity;1.166666667;0.055555556;1.166666667;0.555555556;0.277777778;4.333333333;0.566176471;Visual
natural;1.9;1.85;1.75;1.7;2;3.65;0.151750973;Visual
natural gas;0.555555556;0;0.055555556;0;2.388888889;0.888888889;0.614285714;Olfactory
natural resource;1.5;0.818181818;1.818181818;0.272727273;1.272727273;3.909090909;0.379146919;Visual
natural resources;1.421052632;0.789473684;2.210526316;0.473684211;1.210526316;3.684210526;0.327956989;Visual
naturalism;1;0.066666667;0.2;1.333333333;0.266666667;2.866666667;0.488372093;Visual
naturalist;1.45;0.45;0.6;0.4;1.05;3.15;0.387323944;Visual
naturalistic;1.882352941;0.823529412;1.235294118;1.176470588;1.294117647;3.411764706;0.263473054;Visual
naturalistically;1.625;0.1875;0.625;1.125;0.4375;2.8125;0.385321101;Visual
naturalization;1.333333333;0.388888889;0.555555556;1;0.444444444;1.944444444;0.274509804;Visual
naturalize;0.466666667;0;0.533333333;0.666666667;0;1.266666667;0.431818182;Visual
naturalized;1.4375;0.375;0.375;0.875;0.5;2.375;0.336842105;Visual
naturally;1.888888889;1.055555556;1.277777778;1.555555556;1;2.5;0.161676647;Visual
naturalness;2.888888889;2.722222222;2.722222222;2.277777778;2.333333333;4;0.101639344;Visual
nature;3.222222222;1.444444444;2.611111111;1.611111111;2.722222222;4.5;0.189655172;Visual
natured;2.533333333;0.666666667;1.2;0.733333333;1.266666667;3.266666667;0.268965517;Visual
naturist;2.210526316;0.105263158;1.368421053;0.842105263;0.789473684;3.736842105;0.401162791;Visual
naughtily;2.823529412;1.411764706;2.764705882;3.588235294;1.176470588;3.882352941;0.172932331;Visual
naughtiness;2.363636364;0.848484848;2.060606061;2.787878788;0.818181818;3.242424242;0.2;Visual
naughty;2.333333333;0.476190476;1.428571429;2.238095238;0.523809524;3.380952381;0.279816514;Visual
nausea;0.6;0.95;0.1;4.85;0.95;1.15;0.552325581;Interoceptive
nauseate;0.842105263;1.473684211;0.684210526;3.684210526;1.789473684;1.368421053;0.304812834;Interoceptive
nauseating;1.352941176;1.294117647;0.588235294;4.647058824;2.058823529;1.647058824;0.350253807;Interoceptive
nauseatingly;0.285714286;0.285714286;0;4.142857143;0.714285714;0.785714286;0.666666667;Interoceptive
nauseous;0.888888889;1.444444444;0.388888889;4.777777778;2;1.055555556;0.415789474;Interoceptive
nauseously;1.166666667;0.722222222;0.277777778;4;1.277777778;1.777777778;0.403614458;Interoceptive
nautical;1.470588235;0.411764706;0.941176471;0.823529412;0.941176471;2.882352941;0.330708661;Visual
nautically;1.625;0;0.75;0.6875;1.25;3.6875;0.4609375;Visual
naval;0.928571429;0.119047619;2.166666667;0.738095238;0.547619048;3.261904762;0.404907975;Visual
navel;0.133333333;0.133333333;2.866666667;0.466666667;0.333333333;3.933333333;0.483050847;Visual
navigability;0.928571429;0;0.571428571;0.142857143;0.285714286;3;0.608695652;Visual
navigable;1;0.277777778;0.722222222;0.833333333;0.333333333;3.833333333;0.507936508;Visual
navigate;1.294117647;0.294117647;0.764705882;0.823529412;0.294117647;3.882352941;0.488;Visual
navigation;1.941176471;0;0.470588235;0.647058824;0;3.882352941;0.559322034;Visual
navigational;1.888888889;0.388888889;0.833333333;0.666666667;0.444444444;3.277777778;0.385185185;Visual
navigator;1.625;0;0.25;0.1875;0;2.0625;0.5;Visual
navy;1.111111111;0.166666667;0.388888889;0.333333333;0.444444444;3.388888889;0.552380952;Visual
nay;2.25;0.0625;0.1875;0.4375;0.0625;1.25;0.514705882;Auditory
naysayer;4.411764706;0;0.235294118;0.764705882;0;1.705882353;0.619834711;Auditory
nazism;1.533333333;0.066666667;0.066666667;0.533333333;0.066666667;1.6;0.396551724;Visual
near;1.25;0;1.05;0.55;0.75;3.55;0.496503497;Visual
nearby;2.105263158;0;0.736842105;0.578947368;0.526315789;4.105263158;0.509803922;Visual
nearest;1;0.277777778;1.5;0.444444444;0.388888889;4.055555556;0.492753623;Visual
nearly;1.611111111;0.388888889;1.277777778;1.5;0.611111111;2.166666667;0.235294118;Visual
nearness;1.125;0.125;1.9375;1.625;0.625;3.375;0.368794326;Visual
nearside;0.235294118;0;0.470588235;0.176470588;0;3.294117647;0.788732394;Visual
nearsighted;0.058823529;0;0;0.764705882;0;4.588235294;0.847826087;Visual
nearsightedly;0.368421053;0;0.105263158;0.473684211;0;3.631578947;0.793103448;Visual
nearsightedness;0.388888889;0.055555556;0.166666667;1.444444444;0.111111111;3.777777778;0.626168224;Visual
neat;1;0.277777778;1.944444444;0.944444444;0.555555556;4.166666667;0.4375;Visual
neatly;0.7;0.25;1.45;0.4;0.3;3.8;0.514492754;Visual
neatness;0.484848485;0.272727273;1.121212121;0.545454545;0.787878788;4.363636364;0.54;Visual
nebula;0.3125;0;0;0.125;0;3.875;0.898550725;Visual
nebulae;0.181818182;0;0.181818182;0.363636364;0;4.272727273;0.854545455;Visual
nebulizer;2.416666667;1.5;2.416666667;1.75;2.083333333;3.166666667;0.125;Visual
nebulous;0.642857143;0.214285714;0.285714286;0.785714286;0.214285714;2.642857143;0.507462687;Visual
necessarily;1.611111111;0.222222222;0.444444444;0.722222222;0.166666667;2.055555556;0.361702128;Visual
necessary;1.65;0.4;0.5;2;0.1;2.55;0.340277778;Visual
necessitate;1.375;0;0.1875;1;0.0625;1.3125;0.349206349;Auditory
necessity;1.526315789;0.315789474;0.684210526;2.210526316;0.315789474;2.052631579;0.266666667;Interoceptive
neck;0.333333333;0.266666667;3.533333333;1.733333333;0.6;3.933333333;0.352564103;Visual
neckband;0.117647059;0;3.882352941;0.941176471;0;2.823529412;0.5;Haptic
necked;1.111111111;0.5;2.722222222;1.333333333;0.444444444;2.722222222;0.257861635;Haptic
neckerchief;0.166666667;0;2.166666667;0.222222222;0;4.055555556;0.613445378;Visual
necking;1.25;0.6875;3;1.6875;0.5625;3.0625;0.243902439;Visual
necklace;0.3125;0;2.625;0.125;0;3.9375;0.5625;Visual
neckline;0;0;1.875;0.375;0;3.4375;0.604395604;Visual
neckpiece;0.222222222;0;3.166666667;0.5;0;3.611111111;0.481481481;Visual
necktie;0.028571429;0.142857143;3.771428571;0.057142857;0.057142857;4.342857143;0.513605442;Visual
neckwear;0.125;0;3.5625;0;0.1875;4.375;0.53030303;Visual
necromancy;1.866666667;0.2;0.266666667;0.6;0.2;1.866666667;0.333333333;Visual
necrophilia;0.875;0.4375;2.1875;2.125;1.25;2.8125;0.24516129;Visual
nectar;0;3.85;1.35;0.4;1.95;2.4;0.386934673;Gustatory
nectarine;0.411764706;4.117647059;2.823529412;0.647058824;3.294117647;4.235294118;0.246212121;Visual
need;1.947368421;0.368421053;0.894736842;3.263157895;0.473684211;2.210526316;0.316091954;Interoceptive
needful;2.055555556;0.333333333;1.055555556;1.944444444;0.611111111;2.666666667;0.269230769;Visual
needfulness;1.529411765;0.235294118;0.647058824;1.470588235;0.235294118;2;0.288461538;Visual
neediness;3.111111111;0.277777778;0.888888889;2.5;0.166666667;2.888888889;0.299435028;Auditory
needing;1.625;0.9375;1.1875;3.8125;1;2.0625;0.270588235;Interoceptive
needle;0.3125;0.3125;3.625;1.4375;0.1875;3.6875;0.366013072;Visual
needled;1;0.0625;1.5625;0.8125;0.0625;1.3125;0.311688312;Haptic
needlelike;0.588235294;0.352941176;3.411764706;1.176470588;0.294117647;3.470588235;0.341772152;Visual
needlepoint;0.263157895;0;3;0.368421053;0;3.578947368;0.496350365;Visual
needles;0.176470588;0;3.411764706;1;0;3.647058824;0.442857143;Visual
needless;1.375;0.25;0.8125;1.3125;0.1875;2;0.305263158;Visual
needlessly;1;0.25;0.3125;0.875;0.25;1.4375;0.287878788;Visual
needlessness;1.235294118;0.058823529;0.058823529;2.176470588;0.058823529;1.176470588;0.444444444;Interoceptive
needlework;0.526315789;0.052631579;3.105263158;0.157894737;0.210526316;3.210526316;0.434782609;Visual
needling;1.133333333;0.666666667;2.2;2.266666667;0.6;1.866666667;0.190839695;Interoceptive
needs;2.055555556;0.833333333;0.888888889;2.333333333;0.833333333;2.111111111;0.165644172;Interoceptive
needy;2.157894737;0.052631579;0.421052632;2.052631579;0.105263158;2.578947368;0.342857143;Visual
nefarious;3.071428571;0.071428571;0.142857143;1.428571429;0.071428571;2.5;0.411764706;Auditory
nefariously;1.285714286;0.071428571;0;1.428571429;0;1.714285714;0.380952381;Visual
negate;1.526315789;0.315789474;0.263157895;0.578947368;0.315789474;2.421052632;0.398058252;Visual
negation;2.333333333;0.066666667;0.733333333;0.466666667;0.2;1.333333333;0.441558442;Auditory
negative;2.4375;0.625;0.5625;2.6875;0.625;3;0.245283019;Visual
negatively;1.444444444;0.5;0.611111111;2.722222222;0.5;1.5;0.305343511;Interoceptive
negativism;3.666666667;0.066666667;0.2;2;0.066666667;3.2;0.391304348;Auditory
negativity;3.5;0.125;0.4375;2.9375;0.0625;2.1875;0.371621622;Auditory
neglect;1.166666667;0;0.388888889;2;0.111111111;2.555555556;0.410714286;Visual
neglecter;2.064516129;0.032258065;0.451612903;1.193548387;0.064516129;2.870967742;0.425120773;Visual
neglectful;2.058823529;0.294117647;0.764705882;1.823529412;0.411764706;3;0.323943662;Visual
neglectfully;1.318181818;0.045454545;0.454545455;2.363636364;0.227272727;2;0.361702128;Interoceptive
neglectfulness;1.75;0.1;0.05;1.7;0.35;3.35;0.452054795;Visual
neglector;1.533333333;0.066666667;0.2;1.266666667;0.133333333;2.266666667;0.402439024;Visual
negligee;0.857142857;0;2.642857143;1.142857143;0.642857143;3.928571429;0.426356589;Visual
negligence;1.947368421;0.052631579;0.789473684;2;0.631578947;3;0.35;Visual
negligent;1.95;0.3;0.4;1.5;0.35;2.7;0.333333333;Visual
negligently;1.785714286;0.071428571;0.285714286;0.928571429;0;2.214285714;0.418918919;Visual
negligibility;1.647058824;0.176470588;0.352941176;1.294117647;0.176470588;2.764705882;0.403669725;Visual
negligible;1.866666667;0.2;0.4;0.933333333;0.2;2.733333333;0.4;Visual
negligibly;1.5;0.214285714;0.428571429;0.714285714;0.214285714;2.071428571;0.361111111;Visual
negotiability;1.666666667;0;0;0.666666667;0;0.833333333;0.526315789;Auditory
negotiable;3.058823529;0.294117647;0.588235294;1;0.294117647;2.235294118;0.37007874;Auditory
negotiate;3.609756098;0.195121951;0.56097561;1.56097561;0.073170732;2.634146341;0.40960452;Auditory
negotiation;3.277777778;0.111111111;0.111111111;0.888888889;0.055555556;2.5;0.464;Auditory
negotiator;3.375;0;0.375;0.8125;0;2.75;0.461538462;Auditory
negro;1.9;0;0.3;0.05;0.1;3.7;0.611570248;Visual
neigh;4.133333333;0.2;0.266666667;0.533333333;0.266666667;1.466666667;0.572815534;Auditory
neighbor;3.375;0;0.4375;0;0.5625;4.375;0.5;Visual
neighborhood;2;0;0.944444444;0.388888889;1.111111111;4.166666667;0.483870968;Visual
neighboring;1.047619048;0.047619048;0.761904762;0.476190476;0.095238095;2.761904762;0.52293578;Visual
neighborliness;1.944444444;0.277777778;0.5;1.111111111;0.333333333;3.111111111;0.389312977;Visual
neighborly;2.714285714;0.333333333;0.761904762;2.047619048;0.523809524;3.333333333;0.308823529;Visual
neither;1.166666667;0.5;0.444444444;0.444444444;0.444444444;1.444444444;0.225;Visual
nemeses;2.684210526;0.105263158;1.105263158;1.473684211;0.368421053;3.315789474;0.354651163;Visual
nemesis;1.95;0;0.5;1.25;0.2;2.15;0.355371901;Visual
neoclassical;1.388888889;0;0.222222222;0.111111111;0;2.722222222;0.6125;Visual
neoclassicism;1.636363636;0.545454545;0.727272727;0.818181818;0.454545455;2.454545455;0.301369863;Visual
neoconservative;3;0;0.214285714;0.571428571;0.071428571;2.571428571;0.466666667;Auditory
neoimpressionist;1.272727273;0;0.363636364;0.545454545;0;3.454545455;0.612903226;Visual
neoliberal;3.25;0.25;0.333333333;0.916666667;0.333333333;2.833333333;0.378947368;Auditory
neolithic;0.8;0;0.3;0.3;0;3.1;0.688888889;Visual
neon;0.411764706;0.029411765;0.294117647;0.264705882;0.117647059;4.676470588;0.802030457;Visual
neonatal;1.538461538;0;0.153846154;0.615384615;0;2.538461538;0.523809524;Visual
nephew;2.277777778;0;1.055555556;0;0.166666667;3.277777778;0.483606557;Visual
nepotism;1.8;0;0;0.4;0;2.133333333;0.492307692;Visual
nerd;3;0.315789474;1.105263158;0.263157895;0.263157895;3.421052632;0.377358491;Visual
nerdy;3.090909091;0.045454545;0.363636364;0.909090909;0.272727273;4.318181818;0.474747475;Visual
nerve;0.642857143;0;1.785714286;3.714285714;0;1.142857143;0.509803922;Interoceptive
nerve cell;0;0;1.411764706;2.588235294;0;0.647058824;0.556962025;Interoceptive
nerve gas;0.263157895;1.157894737;0.421052632;3.263157895;2.631578947;1.157894737;0.337278107;Interoceptive
nervous;1.684210526;0.105263158;0.421052632;4.052631579;0.052631579;2.473684211;0.45508982;Interoceptive
nervous breakdown;2.210526316;0;0.473684211;3.684210526;0;2.736842105;0.404624277;Interoceptive
nervous system;0.444444444;0.333333333;0.611111111;3.388888889;0.333333333;0.833333333;0.514018692;Interoceptive
nervously;2.176470588;0.058823529;0.470588235;3.058823529;0.058823529;2.941176471;0.342281879;Interoceptive
nervousness;1.588235294;0.470588235;0.588235294;4;0.529411765;2.294117647;0.372670807;Interoceptive
nervy;1.647058824;0;0.411764706;2.764705882;0.058823529;1.823529412;0.412280702;Interoceptive
nest;0.555555556;0.5;3.333333333;0.222222222;0.555555556;4.555555556;0.445714286;Visual
nestle;0.705882353;0.411764706;2.764705882;0.823529412;0.588235294;2.117647059;0.317460317;Haptic
nestling;0.444444444;0.055555556;2.111111111;0.5;0.222222222;2.222222222;0.39;Visual
net;0.944444444;0.333333333;3.333333333;0.333333333;0.388888889;3.722222222;0.374233129;Visual
netbook;1.1875;0;2.5;0.1875;0.0625;3.875;0.496;Visual
nether;0.714285714;0;0;0.428571429;0;1.928571429;0.627906977;Visual
netherworld;1.055555556;0;0.388888889;0.944444444;0.111111111;2.166666667;0.464285714;Visual
netlike;0.318181818;0;1.954545455;0.454545455;0;3.272727273;0.545454545;Visual
netscape;1.666666667;0.083333333;0.333333333;0.166666667;0.083333333;3.416666667;0.579710145;Visual
netted;0.357142857;0;1.357142857;0.214285714;0;2.428571429;0.557377049;Visual
netting;0.45;0;3.05;0.2;0.05;3.6;0.489795918;Visual
nettle;0.307692308;0.384615385;2.384615385;0.692307692;0.384615385;3.153846154;0.389473684;Visual
network;1.7;0;0.4;0.35;0;3.45;0.584745763;Visual
networker;1.941176471;0;0.352941176;0.294117647;0;2.941176471;0.531914894;Visual
networking;2.736842105;0;0.526315789;0.789473684;0;3.157894737;0.437956204;Visual
neurobiological;1.547619048;0.785714286;0.761904762;1.976190476;0.833333333;2.023809524;0.159159159;Visual
neurobiologist;1.842105263;0;0.789473684;0.052631579;0;2.842105263;0.514285714;Visual
neurobiology;1.888888889;0.166666667;0.722222222;1.333333333;0.277777778;2.888888889;0.374045802;Visual
neurochemistry;1.666666667;0.133333333;0.4;1.4;0;2.133333333;0.372093023;Visual
neuroimaging;0;0.076923077;0.076923077;0.230769231;0;3.538461538;0.901960784;Visual
neurologic;0.722222222;0.111111111;0.444444444;1.666666667;0.111111111;0.888888889;0.394366197;Interoceptive
neurological;1.125;0.25;0.1875;3;0.25;1.6875;0.432692308;Interoceptive
neurologist;3;0;1.222222222;0.5;0;3.5;0.425675676;Visual
neurology;1.5;0.055555556;0.666666667;1.777777778;0.111111111;2.055555556;0.324324324;Visual
neuromuscular;0.4;0;1.066666667;2.666666667;0;1.2;0.5;Interoceptive
neuron;0.4;0.066666667;0.4;1.266666667;0;1.933333333;0.475409836;Visual
neuropathic;0.583333333;0.083333333;0.666666667;1.583333333;0.25;0.833333333;0.375;Interoceptive
neuropathology;1.384615385;0.076923077;0.076923077;0.538461538;0.076923077;3;0.567164179;Visual
neuropathy;1.090909091;0.272727273;1.363636364;1.727272727;0.363636364;1.181818182;0.242424242;Interoceptive
neurophysiological;0.857142857;0.428571429;0.857142857;2.214285714;0.428571429;0.857142857;0.316455696;Interoceptive
neurophysiologist;1.888888889;0.111111111;0.333333333;0.722222222;0.222222222;2.444444444;0.40776699;Visual
neurophysiology;0.952380952;0.047619048;0.571428571;1.666666667;0.142857143;2;0.362831858;Visual
neuropsychiatric;1.941176471;0.352941176;0.882352941;2.411764706;0.235294118;2.588235294;0.27972028;Visual
neuropsychological;1.176470588;0.294117647;0.352941176;2.058823529;0.294117647;1.352941176;0.319148936;Interoceptive
neuropsychologist;2;0.133333333;0.866666667;0.8;0.2;3.466666667;0.446428571;Visual
neuropsychology;0.764705882;0.176470588;0.764705882;1.647058824;0.176470588;1.294117647;0.304878049;Interoceptive
neuroscience;1.380952381;0.142857143;0.333333333;0.428571429;0.095238095;1.857142857;0.415730337;Visual
neurosciences;1.238095238;0.333333333;0.714285714;1.428571429;0.238095238;1.761904762;0.266666667;Visual
neuroscientific;2.461538462;0.230769231;0.538461538;0.692307692;0.307692308;2.384615385;0.337209302;Auditory
neuroscientist;2.529411765;0.058823529;0.647058824;0.352941176;0.117647059;3.235294118;0.457627119;Visual
neuroses;1.866666667;0.333333333;0.333333333;1.466666667;0.333333333;1.733333333;0.252747253;Auditory
neurosis;1.6;0.3;0.3;3;0.3;2.4;0.341772152;Interoceptive
neurosurgeon;1.8;0;0.55;0.45;0;3.15;0.529411765;Visual
neurosurgery;1.166666667;0.277777778;0.833333333;0.888888889;0.277777778;2.722222222;0.396396396;Visual
neurosurgical;0.133333333;0;0.666666667;0.333333333;0;2.733333333;0.706896552;Visual
neurotic;2.666666667;0.055555556;0.277777778;2.722222222;0.166666667;2.888888889;0.32278481;Visual
neurotically;1.857142857;0;0;2.428571429;0;2.142857143;0.377777778;Interoceptive
