Word;Auditory;Gustatory;Haptic;Interoceptive;Olfactory;Visual;Exclusivity;DominantModality
movie star;2.777777778;0;0.5;0.333333333;0.055555556;3.555555556;0.492307692;Visual
movie theater;2.684210526;0.210526316;1.421052632;0.578947368;1;3.947368421;0.379679144;Visual
moviegoer;2.117647059;0.294117647;0.705882353;0.647058824;0.647058824;3.117647059;0.375;Visual
moviemaker;3.066666667;0;0.666666667;0.2;0;4.333333333;0.524193548;Visual
moving;1.222222222;0.055555556;2.055555556;1.5;0.055555556;3.888888889;0.436708861;Visual
movingly;1.210526316;0.052631579;0.342105263;1.710526316;0.052631579;2.052631579;0.368932039;Visual
mow;3.032258065;0.096774194;2.064516129;0.225806452;1.451612903;3.516129032;0.329192547;Visual
mower;3.764705882;0.058823529;2.941176471;0.294117647;1.176470588;3.764705882;0.308823529;Visual
mowing;3.388888889;0.055555556;1.444444444;0.388888889;1.222222222;3.611111111;0.351648352;Visual
mozzarella;0.176470588;4.294117647;1.823529412;0.235294118;1.823529412;3.470588235;0.348258706;Gustatory
much;1.875;0.8125;1.4375;0.9375;0.6875;3.0625;0.269503546;Visual
muck;1.076923077;0;2.769230769;0.538461538;2.076923077;3.692307692;0.363636364;Visual
muckiness;1.1875;0.375;2.4375;0.9375;1.8125;4.1875;0.348571429;Visual
mucky;0.944444444;0.444444444;2.555555556;0.666666667;1.611111111;4.055555556;0.351351351;Visual
mucous;1.230769231;1.307692308;0.923076923;1.615384615;0.307692308;3.384615385;0.350877193;Visual
mucus;1.9375;2.4375;1.875;2.5;0.5625;3.125;0.206030151;Visual
mud;0.736842105;0.105263158;3.052631579;0.105263158;0.842105263;4;0.44047619;Visual
muddiness;1.263157895;0.210526316;3.526315789;0.315789474;0.842105263;4.052631579;0.37628866;Visual
muddle;2.15;0.05;0.95;1.2;0;2.7;0.382978723;Visual
muddled;1.411764706;0;0.823529412;1.176470588;0;2.352941176;0.408163265;Visual
muddleheaded;2.095238095;0;0.19047619;2.047619048;0;1.80952381;0.341085271;Auditory
muddy;0.526315789;0.315789474;2.631578947;0.368421053;0.684210526;4.210526316;0.445783133;Visual
mudflow;1.466666667;0.133333333;1.6;0.133333333;0.533333333;3.666666667;0.469026549;Visual
mudguard;0.461538462;0;1.384615385;0.307692308;0.384615385;4.230769231;0.625;Visual
mudpack;0.2;0;1.666666667;0.2;0.066666667;2.266666667;0.515151515;Visual
mudslide;2.470588235;0.235294118;1.529411765;0.470588235;0.411764706;4.352941176;0.434782609;Visual
mudslinger;2.411764706;0.058823529;0.294117647;0.352941176;0.176470588;2.705882353;0.441176471;Visual
mudslinging;2.368421053;0.157894737;1.157894737;0.842105263;0.368421053;2.421052632;0.309352518;Visual
muff;0.8125;0.6875;2.125;0.6875;0.6875;2.875;0.277777778;Visual
muffed;1.571428571;0.642857143;1.214285714;1.5;0.5;1.571428571;0.153061224;Auditory
muffin;0.944444444;4.388888889;3.5;0.777777778;3.611111111;3.833333333;0.211726384;Gustatory
muffle;3.3125;0;0.625;0.25;0;1.8125;0.552083333;Auditory
muffled;4.2;0.033333333;0.6;0.3;0.033333333;1;0.675675676;Auditory
muffler;3.642857143;0.214285714;1.892857143;0.142857143;1.464285714;3.428571429;0.324503311;Auditory
mug;0.368421053;0.157894737;3.105263158;0.315789474;0.105263158;3.105263158;0.419117647;Visual
mug shot;0.176470588;0;0.411764706;0;0;4.529411765;0.885057471;Visual
mugger;1.875;0;0.9375;0.75;0.125;3.5625;0.49137931;Visual
mugginess;0.388888889;0.222222222;2.166666667;1.611111111;0.722222222;1.555555556;0.291666667;Haptic
muggy;0;0;2.25;2.375;0.25;1.625;0.365384615;Interoceptive
mugshot;0.2;0;0.45;0.1;0.05;4.35;0.844660194;Visual
mulberry;0.647058824;2.823529412;2.470588235;0.352941176;2.058823529;3.470588235;0.263681592;Visual
mulch;0.53125;0.21875;2.53125;0.21875;2.09375;3.625;0.369491525;Visual
mule;2.52;0;1.72;0;1;3.92;0.427947598;Visual
mull;1.294117647;0.117647059;0.705882353;2.117647059;0.235294118;1.588235294;0.330097087;Interoceptive
mull over;1;0.05;0.15;2.5;0.05;1.05;0.510416667;Interoceptive
mulled;0.4375;0.8125;0.25;0.9375;0.5625;1.1875;0.223880597;Visual
mulled wine;0.722222222;4.666666667;1.444444444;2.055555556;3.722222222;2.888888889;0.254480287;Gustatory
mullet;0;0.176470588;1.823529412;0;0.058823529;4.352941176;0.678899083;Visual
mullets;0.157894737;0.473684211;1.263157895;0.210526316;0.105263158;3.894736842;0.620689655;Visual
multi;0.5;0.1875;0.5;0.25;0;3.0625;0.680555556;Visual
multicolor;0.705882353;0.352941176;0.294117647;0.470588235;0.294117647;4.882352941;0.655462185;Visual
multicolored;0.142857143;0;0.19047619;0;0;4.666666667;0.933333333;Visual
multicourse;1.470588235;0.823529412;0.529411765;0.588235294;0.647058824;2.352941176;0.28440367;Visual
multicultural;2.529411765;0.882352941;0.294117647;0.176470588;0.705882353;3;0.372093023;Visual
multidigit;1.181818182;0.060606061;0.636363636;0.242424242;0.060606061;3.212121212;0.584269663;Visual
multidimensional;1.315789474;0.421052632;1.789473684;0.736842105;0.421052632;3.052631579;0.340136054;Visual
multidimensionality;1;0.583333333;1.333333333;1.75;0.75;3.166666667;0.300970874;Visual
multidirectional;1.411764706;0.058823529;0.176470588;0.294117647;0.117647059;3.588235294;0.625;Visual
multidisciplinary;1.529411765;0;0.294117647;0.823529412;0;2;0.430379747;Visual
multifaceted;0.894736842;0.263157895;0.947368421;1.105263158;0.473684211;2.421052632;0.353448276;Visual
multifactor;1;0.461538462;1;1;0.461538462;2.076923077;0.269230769;Visual
multifocal;0.909090909;0;0.727272727;0.727272727;0;4.090909091;0.633802817;Visual
multifold;0.428571429;0.071428571;2.142857143;0.428571429;0.142857143;3.428571429;0.505376344;Visual
multifunctional;0.5;0.166666667;1.777777778;0.555555556;0.222222222;2.888888889;0.445454545;Visual
multihued;0.076923077;0;0.307692308;0.384615385;0;4.230769231;0.846153846;Visual
multilateral;1.75;0.333333333;0.416666667;0.75;0.416666667;2.25;0.323943662;Visual
multilaterally;1.384615385;0.230769231;1.153846154;0.692307692;0.230769231;3.769230769;0.474226804;Visual
multilayered;1.058823529;0.941176471;1.705882353;0.705882353;0.588235294;3.823529412;0.366666667;Visual
multilevel;1.05;0.6;1;0.65;0.45;2.9;0.368421053;Visual
multilingual;4;0.055555556;0.055555556;0.166666667;0.055555556;1.333333333;0.696078431;Auditory
multimedia;3.611111111;0.277777778;1.222222222;0.611111111;0.277777778;4.055555556;0.375690608;Visual
multimillion;0.3125;0;0;0.5;0;2.75;0.771929825;Visual
multimillionaire;2.176470588;0.529411765;0.529411765;0.588235294;0.352941176;3.235294118;0.388888889;Visual
multinational;1.75;0.5;0.375;1.25;0.4375;2.6875;0.330357143;Visual
multiphase;1.8;0.4;0.666666667;0.333333333;0.333333333;3;0.408163265;Visual
multiple;2.111111111;0.583333333;1.305555556;0.583333333;0.444444444;3.805555556;0.380503145;Visual
multiple choice;1.210526316;0.263157895;0.684210526;0.789473684;0.263157895;4;0.518248175;Visual
multiple sclerosis;0.388888889;0.222222222;0.722222222;2.555555556;0.055555556;2.166666667;0.409090909;Interoceptive
multiplex;1.333333333;0;0.444444444;0.111111111;0;3.277777778;0.634408602;Visual
multipliable;0.533333333;0;0.466666667;0.333333333;0;2.533333333;0.655172414;Visual
multiplication;1.066666667;0.066666667;0.2;0.333333333;0;3.6;0.683544304;Visual
multiplicative;0.9375;0.1875;0.625;0.875;0.1875;2.875;0.472527473;Visual
multiplicatively;2.1;0.1;1.2;0.7;0;3.1;0.430555556;Visual
multiplicity;0.785714286;0;0.428571429;0.5;0;2.214285714;0.563636364;Visual
multiplier;1;0.25;0.35;0.45;0.25;3;0.518867925;Visual
multiply;0.526315789;0;0.105263158;0.157894737;0;2.684210526;0.772727273;Visual
multiplying;0.882352941;0.117647059;0.882352941;0.882352941;0.176470588;2.705882353;0.458333333;Visual
multipoint;1.117647059;0.058823529;0.764705882;0.294117647;0.058823529;2.941176471;0.550561798;Visual
multiprocessing;1.666666667;0.8;0.933333333;1.2;1.133333333;2.533333333;0.209677419;Visual
multiprocessor;0.944444444;0.277777778;1.388888889;0.277777778;0.166666667;3.388888889;0.5;Visual
multipurpose;1.1;0.1;1.35;0.5;0;3.15;0.508064516;Visual
multiracial;1.05;0;0.2;0.25;0;3.85;0.719626168;Visual
multisensory;2.733333333;2.8;2.933333333;3.2;2.733333333;3.2;0.026515152;Visual
multispecies;1.8125;0.5;1.375;0.375;1.0625;3.875;0.388888889;Visual
multispeed;1.375;0.0625;0.5625;0.625;0.125;2.4375;0.457831325;Visual
multistage;1.823529412;0.411764706;1.058823529;0.882352941;0.235294118;3.411764706;0.406015038;Visual
multistory;1.1875;0;0.875;0.5625;0.0625;3.6875;0.578431373;Visual
multisyllabic;4.875;0;0.0625;0.25;0;1.75;0.702702703;Auditory
multisystem;1.125;0.03125;0.75;0.65625;0.09375;2.75;0.502890173;Visual
multitask;1.19047619;0.285714286;0.857142857;1.095238095;0.095238095;3.142857143;0.457142857;Visual
multitasking;2.0625;0.125;1;1.25;0.0625;4.1875;0.474820144;Visual
multithreaded;0.388888889;0;1.444444444;0;0;2.555555556;0.582278481;Visual
multitude;1.444444444;0.5;1.277777778;1.166666667;0.555555556;2.444444444;0.263157895;Visual
multivalve;0.933333333;0;1.866666667;0.533333333;0;3.466666667;0.509803922;Visual
multivitamin;0.235294118;3.117647059;2.176470588;1.294117647;1.411764706;3.411764706;0.272727273;Visual
multivolume;3.772727273;0;0.954545455;0.363636364;0.136363636;1.954545455;0.525316456;Auditory
mum;2.25;0.0625;0.875;0.9375;0.5625;2.6875;0.355932203;Visual
mumble;3.894736842;0;0;0.421052632;0;0.894736842;0.747474747;Auditory
mumbling;3.904761905;0.238095238;0;0.142857143;0;1.142857143;0.719298246;Auditory
mumbo jumbo;3.3125;0;0.125;0.625;0;0.875;0.670886076;Auditory
mummification;0.25;0;1.6;0.45;0.85;3.35;0.515384615;Visual
mummified;0.882352941;0.764705882;1.882352941;0.941176471;1;3.882352941;0.333333333;Visual
mummify;0.35;0.05;1.65;0.3;1;3.8;0.524475524;Visual
mummy;0.789473684;0.473684211;1.263157895;0.210526316;1.105263158;4.157894737;0.493421053;Visual
mumps;0.0625;0;1.5;2.5625;0;2.8125;0.405405405;Visual
munch;2.2;2.733333333;0.8;1.066666667;0.266666667;2.066666667;0.270072993;Gustatory
munchkin;1;0.588235294;1.764705882;0.294117647;0.529411765;4;0.45323741;Visual
mundane;1.736842105;0.578947368;0.263157895;1.736842105;0.526315789;2.473684211;0.302158273;Visual
mundanely;1.8125;0.1875;0.1875;1.5;0.25;2.875;0.394495413;Visual
municipal;1.5;0;0.055555556;0.277777778;0.111111111;2.277777778;0.539473684;Visual
municipality;1;0.176470588;0.470588235;0.235294118;0.235294118;2.647058824;0.518518519;Visual
municipalize;1.428571429;0;0.071428571;0.857142857;0;1.928571429;0.45;Visual
municipally;0.785714286;0;0;0.071428571;0.071428571;2.785714286;0.75;Visual
munitions;2.764705882;0.058823529;1.470588235;0.352941176;1.117647059;3.235294118;0.352941176;Visual
muppet;2.666666667;0;1.888888889;0.111111111;0.5;3.944444444;0.432926829;Visual
mural;0.125;0.125;0.6875;0.375;0.1875;4.5625;0.731958763;Visual
murder;2.055555556;0;1.055555556;0.888888889;0.166666667;3.388888889;0.448529412;Visual
murder suspect;1.833333333;0;0.277777778;0.722222222;0.055555556;3.5;0.547826087;Visual
murderer;2.305555556;0.166666667;0.527777778;0.5;0.194444444;3.194444444;0.439516129;Visual
murderess;1.583333333;0;0.583333333;1.166666667;0;2.583333333;0.436619718;Visual
murdering;2.277777778;0.277777778;1.166666667;1.555555556;0.444444444;2.833333333;0.298701299;Visual
murderous;1.894736842;0.210526316;0.473684211;2;0.315789474;2.789473684;0.335616438;Visual
murderously;1.764705882;0;0.235294118;1.588235294;0.294117647;2.176470588;0.359223301;Visual
murderousness;1.176470588;0.294117647;0.588235294;2.352941176;0.352941176;1.529411765;0.327102804;Interoceptive
murkily;0.551724138;0.172413793;0.551724138;0.655172414;0.275862069;3.24137931;0.563291139;Visual
murkiness;0.764705882;0.058823529;0.470588235;0.529411765;0.411764706;3.705882353;0.613861386;Visual
murky;0.388888889;0.444444444;0.888888889;0.722222222;0.277777778;4.388888889;0.578125;Visual
murmur;4.375;0;0;0.6875;0;0.4375;0.795454545;Auditory
murmuring;4.294117647;0.352941176;0.411764706;0.588235294;0.352941176;1.764705882;0.507575758;Auditory
muscle;0.0625;0.25;2.875;2.25;0.0625;3.125;0.355072464;Visual
muscled;0.473684211;0;3.210526316;1.263157895;0;4.421052632;0.471910112;Visual
muscleman;1.166666667;0.222222222;1.611111111;0.222222222;0.611111111;4.333333333;0.503401361;Visual
muscular;0.117647059;0.058823529;3.117647059;1.647058824;0.058823529;4.294117647;0.455696203;Visual
muscularity;0.071428571;0;3;1.142857143;0;3.928571429;0.48245614;Visual
muscularly;0.277777778;0;3;1;0;3.722222222;0.465277778;Visual
musculature;0.416666667;0.416666667;2.083333333;1.666666667;0.666666667;3.333333333;0.339805825;Visual
muse;1.4375;0.1875;1.0625;1.6875;0.5;2.75;0.336065574;Visual
mused;1.428571429;0.5;0.642857143;1.714285714;0.428571429;1.785714286;0.208791209;Visual
museum;1.947368421;0.157894737;1.631578947;0.631578947;0.842105263;3.736842105;0.4;Visual
mush;0.933333333;2.2;3.333333333;0.866666667;1;3.466666667;0.220338983;Visual
mushily;0.6;1.6;3.266666667;1.133333333;0.2;1.933333333;0.351145038;Haptic
mushiness;0.764705882;2.294117647;3.705882353;2;0.588235294;2.411764706;0.265;Haptic
mushroom;0.473684211;3.421052632;2.421052632;0.473684211;2.210526316;3.631578947;0.25;Visual
mushy;1.578947368;2.157894737;3.473684211;0.421052632;0.473684211;3;0.274881517;Haptic
music;4.833333333;0;0.111111111;1.944444444;0;1;0.612676056;Auditory
music box;4.238095238;0.142857143;1.285714286;0.333333333;0.047619048;3.047619048;0.460732984;Auditory
music lover;3.444444444;0.166666667;0.444444444;1.555555556;0.111111111;2.333333333;0.413793103;Auditory
music school;3.55;0.25;1.25;0.65;0.3;3.15;0.360655738;Auditory
musical;4.263157895;0;0.052631579;0.842105263;0;2.842105263;0.532894737;Auditory
musical instrument;4.9375;0.125;3.3125;1.375;0.125;3.9375;0.34841629;Auditory
musicality;4.736842105;0.052631579;0.736842105;1.631578947;0.052631579;1.947368421;0.511494253;Auditory
musically;4.5625;0;0.3125;1.125;0;1;0.651785714;Auditory
musician;4.55;0.1;1.25;0.85;0.15;3.6;0.423809524;Auditory
musicianship;3.842105263;0;0.947368421;1.052631579;0.052631579;2.368421053;0.464968153;Auditory
musicological;3.2;0.2;0.6;0.933333333;0.2;1.533333333;0.45;Auditory
musicologist;3.235294118;0.176470588;0.588235294;0.647058824;0.294117647;2.235294118;0.426229508;Auditory
musicology;4.1875;0.1875;0.1875;0.625;0.3125;1.875;0.542372881;Auditory
musing;2.352941176;0.294117647;0.470588235;1.882352941;0.294117647;2.235294118;0.2734375;Auditory
musk;0.2;0.3;0.2;0.4;4.2;0.25;0.720720721;Olfactory
musket;3.470588235;0.117647059;3.235294118;0.882352941;1.647058824;4.235294118;0.303030303;Visual
musketeer;2.352941176;0.647058824;1.235294118;0.529411765;0.705882353;3.823529412;0.35443038;Visual
muskiness;0.05;0.15;0;0.5;3.7;0.15;0.813186813;Olfactory
muskrat;1.294117647;0.058823529;1.058823529;0.117647059;1.294117647;3.294117647;0.454545455;Visual
musky;0.294117647;0.176470588;0.176470588;0.352941176;4;0.588235294;0.684210526;Olfactory
muslim;2.8;0.15;0.85;0.8;0.35;3.5;0.396449704;Visual
muslin;0.833333333;0.333333333;3.888888889;0.277777778;0.666666667;3.611111111;0.375722543;Haptic
mussel;0.388888889;2.833333333;2.5;0.5;1.888888889;3.5;0.267942584;Visual
must;1.157894737;0.105263158;0.157894737;1.368421053;0.684210526;1.105263158;0.275862069;Interoceptive
mustache;0.235294118;0.117647059;3.529411765;0.470588235;0.117647059;4.588235294;0.493506494;Visual
mustached;0.15;0.15;2.8;0.25;0;3.95;0.54109589;Visual
mustang;2.176470588;0.058823529;1.058823529;0.411764706;0.647058824;4.411764706;0.496644295;Visual
mustard;0;4.684210526;1.631578947;0.157894737;3.210526316;3.736842105;0.349019608;Gustatory
mustard seed;0.1875;3;1.875;0.3125;1.8125;3.125;0.284848485;Visual
muster;1;0;0.315789474;1.263157895;0.052631579;2.157894737;0.450549451;Visual
mustiness;0.705882353;0.588235294;0.588235294;0.882352941;3.588235294;1.529411765;0.380597015;Olfactory
musty;0.15;0.35;0.3;0.15;4.25;2.2;0.554054054;Olfactory
mutable;2.3125;0.0625;0;0.375;0.0625;0.5625;0.685185185;Auditory
mutant;1;0.166666667;0.611111111;0.722222222;0.222222222;3.166666667;0.509433962;Visual
mutate;0.541666667;0.041666667;0.666666667;1.166666667;0.083333333;3.75;0.593333333;Visual
mutation;0.611111111;0.166666667;1.555555556;1.388888889;0.222222222;3.555555556;0.451851852;Visual
mutational;0.866666667;0;0.266666667;0.4;0.133333333;2.4;0.590163934;Visual
mutative;1.071428571;0.214285714;0.857142857;0.642857143;0.214285714;3.642857143;0.516129032;Visual
mute;1.294117647;0.294117647;0.352941176;1.294117647;0.294117647;2.588235294;0.375;Visual
muted;3.055555556;0.166666667;0.222222222;0.722222222;0.166666667;1.444444444;0.5;Auditory
mutedly;1.785714286;0.285714286;0.285714286;0.642857143;0.071428571;0.571428571;0.470588235;Auditory
mutely;1.933333333;0.6;0.733333333;1.066666667;0.266666667;2.666666667;0.330275229;Visual
muteness;2.114285714;0.028571429;0.257142857;0.628571429;0.028571429;1.542857143;0.453416149;Auditory
muter;0.923076923;0;0.153846154;0.538461538;0;1.384615385;0.461538462;Visual
mutilate;0.764705882;0;1.588235294;0.647058824;0.235294118;3.294117647;0.504504505;Visual
mutilated;1.15;0.65;2.05;1.3;0.45;3.55;0.338797814;Visual
mutilation;1;0.263157895;1.052631579;0.842105263;0.315789474;3.736842105;0.481751825;Visual
mutilator;1.692307692;0.076923077;1.538461538;1.384615385;0.615384615;3.769230769;0.406779661;Visual
mutinous;2.333333333;0;0.066666667;0.8;0;2.666666667;0.454545455;Visual
mutinously;3.5;0.3;0.5;0.7;0.3;3.7;0.377777778;Visual
mutiny;2.967741935;0;0.096774194;0.677419355;0.064516129;3.612903226;0.486956522;Visual
mutism;1;0.071428571;0.214285714;0.857142857;0.071428571;2.428571429;0.507692308;Visual
mutt;3.166666667;0.277777778;3.222222222;0.388888889;1.888888889;4.333333333;0.305439331;Visual
mutter;4.466666667;0;0;0.2;0;0.933333333;0.797619048;Auditory
mutterer;4.529411765;0.058823529;0.058823529;0.058823529;0.058823529;0.941176471;0.783505155;Auditory
muttering;4.714285714;0;0.047619048;0.285714286;0;2.666666667;0.611111111;Auditory
mutton;0.4375;3.625;1.5625;0.25;2.6875;3.125;0.288770053;Gustatory
muttonfish;0.625;2.5;2.125;0.625;2.5;3.5625;0.246073298;Visual
mutual;1.222222222;0.111111111;0.555555556;1.388888889;0.222222222;1.666666667;0.301075269;Visual
mutualism;1.5;0;0.428571429;1.285714286;0.071428571;1.714285714;0.342857143;Visual
mutuality;1.833333333;0.25;0.5;1.916666667;0.25;2.25;0.285714286;Visual
mutually;1.882352941;0.764705882;0.823529412;2.235294118;0.588235294;2.176470588;0.194444444;Interoceptive
muzzle;0.888888889;0.055555556;1.333333333;0.166666667;0.166666667;3.833333333;0.586206897;Visual
muzzleloader;1.4;0;1.866666667;0.466666667;0.2;2.8;0.415841584;Visual
my;1.555555556;0.555555556;1.5;1.722222222;0.5;1.833333333;0.173913043;Visual
myopia;0.7;0.4;0.3;1.1;0.1;3.1;0.526315789;Visual
myriad;1.5;0.75;1.375;1;0.75;3.25;0.289855072;Visual
myself;2.5;0.5625;2.5;3.6875;1.75;3.25;0.219298246;Interoceptive
myspace;0.1875;0;0.5625;0.625;0.0625;3.0625;0.680555556;Visual
mysterious;2.117647059;0.294117647;0.529411765;1.764705882;0.176470588;2.235294118;0.289256198;Visual
mysteriously;1.833333333;0.166666667;0.166666667;2;0.166666667;2.111111111;0.301724138;Visual
mysteriousness;1.6;0.1;0.2;1.5;0.05;2.25;0.385964912;Visual
mystery;1.944444444;0.222222222;0.444444444;1.722222222;0.444444444;2.5;0.312977099;Visual
mystery novel;1.176470588;0;1.235294118;0.764705882;0.058823529;3.941176471;0.549180328;Visual
mystic;2.15;0.05;0.15;1.7;0.15;2.55;0.37037037;Visual
mystical;1.9375;0.1875;0.625;2;0.25;3;0.3515625;Visual
mystically;1.466666667;0;0.533333333;2.066666667;0.066666667;2.933333333;0.41509434;Visual
mysticism;2.666666667;0;0.5;1.666666667;0.083333333;3.083333333;0.385416667;Visual
mystification;1.666666667;0;0.055555556;2.333333333;0;2.222222222;0.371681416;Interoceptive
mystified;1.25;0.2;0.25;2.5;0.2;2.1;0.353846154;Interoceptive
mystify;1.571428571;0;0.285714286;1.904761905;0.047619048;2.238095238;0.37007874;Visual
mystifyingly;1.857142857;0.5;0.714285714;1.642857143;0.5;2.928571429;0.298245614;Visual
mystique;1.666666667;0.444444444;0.666666667;1.333333333;0.5;2.444444444;0.283464567;Visual
myth;3.9375;0;0;0.1875;0;1.4375;0.707865169;Auditory
mythic;1.4375;0;0.0625;0.4375;0;1.25;0.450980392;Auditory
mythical;1.166666667;0;0.166666667;0.666666667;0;1.777777778;0.470588235;Visual
mythically;2.2;0;0.333333333;1;0;1.666666667;0.423076923;Auditory
mythmaker;2.941176471;0;0.176470588;0.470588235;0;1.294117647;0.602409639;Auditory
mythological;3.19047619;0.142857143;0.285714286;0.238095238;0.142857143;2.714285714;0.453900709;Auditory
mythologist;2.533333333;0.266666667;0.6;0.6;0.2;2.133333333;0.368421053;Auditory
mythologize;2.272727273;0;0.090909091;0.090909091;0.090909091;1.636363636;0.543478261;Auditory
mythology;2.55;0;0.1;0.85;0.05;2.5;0.421487603;Auditory
nab;0.9;0;2;0.4;0;3.9;0.541666667;Visual
nacho;0.823529412;4.411764706;2.470588235;0.117647059;3.411764706;3.882352941;0.284046693;Gustatory
nag;4.105263158;0;0.473684211;1.157894737;0;1.526315789;0.565217391;Auditory
nagger;3.875;0;0.0625;1.125;0;2.0625;0.543859649;Auditory
nagging;3.85;0.05;0.05;0.85;0;1.7;0.592307692;Auditory
naggy;4.058823529;0.058823529;0.058823529;1.705882353;0.058823529;1.764705882;0.519083969;Auditory
nail;1.571428571;0.071428571;4.571428571;0.214285714;0;4.428571429;0.421052632;Haptic
nail clippers;1.631578947;0;3.289473684;0.289473684;0;3.763157895;0.419354839;Visual
nail down;1.6875;0.0625;1.9375;0.125;0.0625;2.875;0.416666667;Visual
nail file;1.047619048;0;3.333333333;0.571428571;0.19047619;3.857142857;0.428571429;Visual
nail polish;0;0;2.5;0.055555556;3.666666667;4.055555556;0.394594595;Visual
nail scissors;0.5;0.1;3;0.35;0.15;3.5;0.447368421;Visual
nailbrush;0.7;0.05;3.55;0.15;0.35;3.75;0.432748538;Visual
nailfile;1.777777778;0;3.944444444;0.277777778;0.277777778;3.833333333;0.39010989;Haptic
nailing;3;0;3.058823529;0.176470588;0;3.823529412;0.380116959;Visual
naive;2.823529412;0;0;1.882352941;0;3.117647059;0.398496241;Visual
naively;2.1875;0.25;0.625;1.1875;0.25;1.9375;0.300970874;Auditory
naivete;1.461538462;0.307692308;0.461538462;1.846153846;0.307692308;1.692307692;0.253164557;Interoceptive
naivety;2.157894737;0.105263158;0.157894737;1.210526316;0;2.631578947;0.420168067;Visual
naked;0.4375;0.4375;3.375;1.8125;0.375;4.8125;0.394444444;Visual
nakedly;0.1875;0.1875;2.4375;1.5;0.125;4.625;0.496551724;Visual
nakedness;0.058823529;0.235294118;2.235294118;1.058823529;0.058823529;4;0.515384615;Visual
name;2.933333333;0;0.333333333;0.133333333;0;3.2;0.484848485;Visual
name calling;4.684210526;0;0.157894737;0.526315789;0;1.526315789;0.679389313;Auditory
name tag;0.055555556;0.055555556;1.111111111;0.111111111;0.055555556;4.166666667;0.74;Visual
nameable;3.25;1.25;1.375;1.0625;1.25;2.75;0.2;Auditory
nameless;1.388888889;0.277777778;0.222222222;0.666666667;0.222222222;1.388888889;0.28;Visual
namelessly;0.928571429;0;0;0;0;0.357142857;0.722222222;Auditory
namelessness;1.4;0;0;0.2;0;1.466666667;0.47826087;Visual
namely;2.071428571;0.071428571;0.071428571;0.571428571;0.071428571;1.428571429;0.466666667;Auditory
nameplate;0.058823529;0.117647059;1.235294118;0.058823529;0.058823529;3.705882353;0.696629213;Visual
namesake;1.882352941;0.058823529;0.117647059;0.352941176;0.176470588;1.823529412;0.413333333;Auditory
nametag;0.166666667;0;1.5;0;0;4.166666667;0.714285714;Visual
naming;2.705882353;0.117647059;0.176470588;0.529411765;0.058823529;1.294117647;0.542168675;Auditory
nan;0.875;1.3125;1.4375;0.5625;0.875;1.4375;0.134615385;Visual
nanny;2.111111111;0.166666667;0.777777778;0.222222222;0.111111111;3.722222222;0.5078125;Visual
nanometer;0.6875;0;0.6875;0.25;0;3.25;0.666666667;Visual
nanosecond;0.25;0.0625;0.1875;1.25;0.1875;0.875;0.422222222;Interoceptive
nanostructure;0.428571429;0.357142857;0.357142857;0.357142857;0.357142857;1.714285714;0.38;Visual
nanotechnology;0.9375;0.3125;0.6875;0.875;0.3125;2.5625;0.395604396;Visual
nap;0.619047619;0;0.80952381;3.238095238;0;1.761904762;0.503703704;Interoceptive
nape;0.666666667;0.4;2.266666667;0.733333333;0.6;3.266666667;0.361344538;Visual
napkin;0.4375;0.1875;3.8125;0.0625;0.375;4.375;0.466216216;Visual
napkin ring;0.176470588;0.176470588;3.176470588;0.235294118;0.176470588;3.647058824;0.457364341;Visual
napoleon;1.483870968;0.612903226;0.516129032;0.290322581;0.451612903;2.032258065;0.323353293;Visual
napped;1.05;0.05;0.55;2.75;0.05;2.7;0.377622378;Interoceptive
napping;1;0.157894737;1.157894737;3.210526316;0.157894737;2.526315789;0.371794872;Interoceptive
nappy;0.3;0.05;2;0.85;0.4;3.35;0.474820144;Visual
narcism;2.333333333;0.466666667;0.4;1.466666667;0.266666667;2.733333333;0.32173913;Visual
narcissism;3;0;0.111111111;1.277777778;0;2.388888889;0.442622951;Auditory
narcissist;3.108108108;0.297297297;0.648648649;1.108108108;0.27027027;3.243243243;0.342679128;Visual
narcissistic;3.526315789;0.263157895;0.526315789;1.684210526;0.263157895;3.263157895;0.342541436;Auditory
narcissus;0.454545455;0.090909091;0.727272727;0.545454545;0.545454545;1.818181818;0.413043478;Visual
narcolepsy;0.764705882;0.235294118;0.235294118;1.941176471;0.176470588;2.058823529;0.347826087;Visual
narcoleptic;1;0;0.166666667;2.333333333;0;2.277777778;0.403846154;Interoceptive
narcotic;0.526315789;2.105263158;0.736842105;3.526315789;1.263157895;2.578947368;0.279411765;Interoceptive
narcotics;0.941176471;2.588235294;1.941176471;3.058823529;2.529411765;2.588235294;0.155172414;Interoceptive
narrate;4.3125;0.0625;0.25;0.25;0.0625;1.125;0.701030928;Auditory
narration;3.941176471;0.058823529;0.294117647;0.294117647;0.294117647;1.117647059;0.647058824;Auditory
narrative;4.5;0.3;0.8;0.55;0.25;2.3;0.488505747;Auditory
narrator;4.166666667;0.055555556;0.055555556;0;0;1.333333333;0.742574257;Auditory
narrow;0.315789474;0;1.842105263;0.631578947;0.052631579;4.052631579;0.58778626;Visual
narrower;0.333333333;0.055555556;1.277777778;0.444444444;0.055555556;3.666666667;0.619047619;Visual
narrowly;0.571428571;0;1.142857143;1;0.047619048;3.238095238;0.53968254;Visual
